Order ID,Дата создания,User ID,ID продукта,Оплачен,Дата платежа,Сумма платежа,Сумма заказа,Сумма скидки
order21190,12/20/2019,id14197,product7,да,12/20/2019,3950,3950,0
order21193,12/20/2019,id13161,product7,да,12/20/2019,3950,3950,0
order21194,12/20/2019,id7893,product4,да,12/20/2019,4300,4300,0
order21195,12/20/2019,id408,product3,да,12/20/2019,2520,4200,1680
order21198,12/20/2019,id12047,product8,да,12/20/2019,4500,4500,0
order21199,12/20/2019,id13491,product7,да,12/20/2019,3950,3950,0
order21200,12/20/2019,id8257,product7,да,12/20/2019,3950,3950,0
order21202,12/20/2019,id6378,product11,да,12/20/2019,4000,4000,0
order21206,12/20/2019,id13086,product7,да,12/20/2019,3950,3950,0
order21207,12/20/2019,id12474,product8,да,12/20/2019,4500,4500,0
order21210,12/20/2019,id14158,product9,да,12/20/2019,4600,4600,0
order21212,12/20/2019,id7946,product4,да,12/20/2019,4300,4300,0
order21213,12/20/2019,id6103,product11,да,12/20/2019,4000,4000,0
order21214,12/20/2019,id13789,product5,да,12/20/2019,3900,3900,0
order21216,12/20/2019,id8289,product5,да,12/20/2019,3900,3900,0
order21217,12/20/2019,id9328,product7,да,12/20/2019,3950,3950,0
order21218,12/20/2019,id1641,product8,да,12/20/2019,4500,4500,0
order21219,12/20/2019,id7210,product11,да,12/20/2019,4000,4000,0
order21220,12/20/2019,id12851,product10,да,12/20/2019,4200,4200,0
order21223,12/20/2019,id9621,product9,да,12/20/2019,4600,4600,0
order21221,12/20/2019,id4213,product10,да,12/20/2019,4200,4200,0
order21225,12/20/2019,id8294,product3,да,12/20/2019,2520,4200,1680
order21226,12/20/2019,id6718,product3,да,12/20/2019,3360,4200,840
order21227,12/20/2019,id9778,product7,да,12/20/2019,3950,3950,0
order21228,12/20/2019,id8023,product7,да,12/20/2019,3950,3950,0
order21229,12/20/2019,id2223,product7,да,12/20/2019,2370,3950,1580
order21231,12/20/2019,id8301,product6,да,12/20/2019,4200,4200,0
order21232,12/20/2019,id8325,product6,да,12/20/2019,4200,4200,0
order21234,12/20/2019,id3765,product4,да,12/20/2019,2580,4300,1720
order21235,12/21/2019,id12001,product11,да,12/21/2019,4000,4000,0
order21238,12/21/2019,id11446,product7,да,12/21/2019,3950,3950,0
order21239,12/21/2019,id972,product3,да,12/21/2019,2520,4200,1680
order21241,12/21/2019,id972,product8,да,12/21/2019,2700,4500,1800
order21243,12/21/2019,id10723,product7,да,12/21/2019,2370,3950,1580
order21244,12/21/2019,id10904,product7,да,12/21/2019,3950,3950,0
order21245,12/21/2019,id2522,product7,да,12/21/2019,3950,3950,0
order21246,12/21/2019,id4376,product9,да,12/21/2019,4600,4600,0
order21248,12/21/2019,id11,product8,да,12/21/2019,4500,4500,0
order21250,12/21/2019,id4960,product8,да,12/21/2019,4500,4500,0
order21251,12/21/2019,id3257,product8,да,12/21/2019,3600,4500,900
order21255,12/21/2019,id6390,product9,да,12/21/2019,4600,4600,0
order21258,12/21/2019,id714,product8,да,12/21/2019,2700,4500,1800
order21259,12/21/2019,id2593,product7,да,12/21/2019,3160,3950,790
order21260,12/21/2019,id73,product7,да,12/21/2019,3950,3950,0
order21261,12/21/2019,id3973,product3,да,12/21/2019,4200,4200,0
order21265,12/21/2019,id8754,product7,да,12/21/2019,2370,3950,1580
order21267,12/21/2019,id9971,product7,да,12/21/2019,3950,3950,0
order21268,12/21/2019,id13645,product7,да,12/21/2019,2370,3950,1580
order21270,12/21/2019,id14031,product7,да,12/21/2019,3950,3950,0
order21273,12/21/2019,id1776,product7,да,12/21/2019,3160,3950,790
order21274,12/21/2019,id4183,product7,да,12/21/2019,3950,3950,0
order21276,12/21/2019,id1945,product9,да,12/21/2019,4600,4600,0
order21278,12/21/2019,id8842,product8,да,12/21/2019,4500,4500,0
order21280,12/21/2019,id5403,product7,да,12/21/2019,3950,3950,0
order21281,12/21/2019,id5403,product3,да,12/21/2019,2520,4200,1680
order21284,12/21/2019,id5046,product7,да,12/21/2019,3950,3950,0
order21285,12/22/2019,id12756,product7,да,12/22/2019,3950,3950,0
order21287,12/22/2019,id9480,product3,да,12/22/2019,4200,4200,0
order21290,12/22/2019,id10509,product3,да,12/22/2019,2520,4200,1680
order21292,12/22/2019,id11891,product3,да,12/22/2019,4200,4200,0
order21294,12/22/2019,id11631,product8,да,12/22/2019,4500,4500,0
order21295,12/22/2019,id13209,product6,да,12/22/2019,4200,4200,0
order21297,12/22/2019,id12398,product7,да,12/22/2019,3950,3950,0
order21301,12/22/2019,id6243,product3,да,12/22/2019,4200,4200,0
order21302,12/22/2019,id14345,product3,да,12/22/2019,4200,4200,0
order21303,12/22/2019,id3765,product8,да,12/22/2019,2700,4500,1800
order21306,12/22/2019,id6679,product8,да,12/22/2019,4500,4500,0
order21307,12/22/2019,id609,product7,да,12/22/2019,3950,3950,0
order21311,12/22/2019,id7858,product9,да,12/22/2019,4600,4600,0
order21312,12/22/2019,id13926,product9,да,12/22/2019,4600,4600,0
order21313,12/22/2019,id13628,product8,да,12/22/2019,4500,4500,0
order21314,12/22/2019,id3857,product9,да,12/22/2019,2760,4600,1840
order21316,12/22/2019,id5525,product9,да,12/22/2019,4600,4600,0
order21318,12/22/2019,id4638,product9,да,12/22/2019,2760,4600,1840
order21317,12/22/2019,id609,product8,да,12/22/2019,2700,4500,1800
order21319,12/22/2019,id2089,product9,да,12/22/2019,4600,4600,0
order21320,12/22/2019,id2587,product9,да,12/22/2019,4600,4600,0
order21322,12/22/2019,id124,product7,да,12/22/2019,1580,3950,2370
order21324,12/22/2019,id10271,product9,да,12/22/2019,4600,4600,0
order21325,12/22/2019,id14249,product9,да,12/22/2019,4600,4600,0
order21326,12/22/2019,id2356,product9,да,12/22/2019,4600,4600,0
order21328,12/22/2019,id1948,product9,да,12/22/2019,4600,4600,0
order21329,12/22/2019,id4579,product9,да,12/22/2019,3680,4600,920
order21330,12/22/2019,id7771,product9,да,12/22/2019,4600,4600,0
order21334,12/23/2019,id7457,product9,да,12/23/2019,4600,4600,0
order21335,12/23/2019,id4331,product9,да,12/23/2019,4600,4600,0
order21338,12/23/2019,id1935,product9,да,12/23/2019,3220,4600,1380
order21342,12/23/2019,id473,product7,да,12/23/2019,2765,3950,1185
order21345,12/23/2019,id142,product9,да,12/23/2019,3220,4600,1380
order21346,12/23/2019,id3059,product9,да,12/23/2019,3220,4600,1380
order21347,12/23/2019,id4603,product9,да,12/23/2019,3220,4600,1380
order21349,12/23/2019,id10336,product9,да,12/23/2019,4600,4600,0
order21350,12/23/2019,id2861,product9,да,12/23/2019,3220,4600,1380
order21353,12/23/2019,id2117,product9,да,12/23/2019,3220,4600,1380
order21354,12/23/2019,id1959,product9,да,12/23/2019,3220,4600,1380
order21355,12/23/2019,id1079,product9,да,12/23/2019,2760,4600,1840
order21356,12/23/2019,id4056,product5,да,12/23/2019,2730,3900,1170
order21357,12/23/2019,id2968,product9,да,12/23/2019,3220,4600,1380
order21358,12/23/2019,id442,product9,да,12/23/2019,3220,4600,1380
order21361,12/23/2019,id2398,product9,да,12/23/2019,3220,4600,1380
order21362,12/23/2019,id5422,product9,да,12/23/2019,3220,4600,1380
order21365,12/23/2019,id2397,product9,да,12/23/2019,3220,4600,1380
order21366,12/23/2019,id3950,product8,да,12/23/2019,3150,4500,1350
order21367,12/23/2019,id2708,product9,да,12/23/2019,3220,4600,1380
order21369,12/23/2019,id7752,product9,да,12/23/2019,4600,4600,0
order21368,12/23/2019,id3773,product9,да,12/23/2019,3220,4600,1380
order21375,12/23/2019,id313,product9,да,12/23/2019,3220,4600,1380
order21378,12/23/2019,id3688,product9,да,12/23/2019,3220,4600,1380
order21379,12/23/2019,id4484,product9,да,12/23/2019,3220,4600,1380
order21381,12/23/2019,id1938,product9,да,12/23/2019,3220,4600,1380
order21382,12/23/2019,id3555,product9,да,12/23/2019,3220,4600,1380
order21383,12/23/2019,id7679,product9,да,12/23/2019,4600,4600,0
order21385,12/23/2019,id3154,product9,да,12/23/2019,3220,4600,1380
order21386,12/23/2019,id2920,product9,да,12/23/2019,3220,4600,1380
order21387,12/23/2019,id5024,product9,да,12/23/2019,3220,4600,1380
order21388,12/23/2019,id5654,product9,да,12/23/2019,3220,4600,1380
order21389,12/23/2019,id2539,product9,да,12/23/2019,3220,4600,1380
order21391,12/23/2019,id5416,product9,да,12/23/2019,3220,4600,1380
order21392,12/23/2019,id5657,product9,да,12/23/2019,3220,4600,1380
order21394,12/23/2019,id173,product9,да,12/23/2019,3220,4600,1380
order21395,12/23/2019,id2715,product9,да,12/23/2019,3220,4600,1380
order21396,12/23/2019,id2656,product9,да,12/23/2019,3220,4600,1380
order21397,12/23/2019,id713,product9,да,12/23/2019,3220,4600,1380
order21398,12/23/2019,id2093,product9,да,12/23/2019,3220,4600,1380
order21404,12/23/2019,id4559,product9,да,12/23/2019,3220,4600,1380
order21406,12/23/2019,id5209,product9,да,12/23/2019,3220,4600,1380
order21407,12/23/2019,id13166,product7,да,12/23/2019,3950,3950,0
order21408,12/23/2019,id233,product9,да,12/23/2019,3220,4600,1380
order21413,12/23/2019,id1551,product7,да,12/23/2019,2765,3950,1185
order21414,12/23/2019,id2384,product9,да,12/23/2019,3220,4600,1380
order21416,12/23/2019,id2706,product9,да,12/23/2019,3220,4600,1380
order21409,12/23/2019,id3262,product9,да,12/23/2019,3220,4600,1380
order21417,12/23/2019,id4033,product9,да,12/23/2019,3220,4600,1380
order21419,12/23/2019,id4501,product9,да,12/23/2019,3220,4600,1380
order21421,12/23/2019,id1581,product9,да,12/23/2019,3220,4600,1380
order21422,12/23/2019,id49,product9,да,12/23/2019,3220,4600,1380
order21423,12/23/2019,id3432,product9,да,12/23/2019,3220,4600,1380
order21424,12/23/2019,id4248,product6,да,12/23/2019,2940,4200,1260
order21425,12/23/2019,id5327,product9,да,12/23/2019,3220,4600,1380
order21426,12/23/2019,id1565,product9,да,12/23/2019,3220,4600,1380
order21430,12/23/2019,id5054,product11,да,12/23/2019,2800,4000,1200
order21432,12/23/2019,id5445,product9,да,12/23/2019,4600,4600,0
order21434,12/23/2019,id7519,product9,да,12/23/2019,4600,4600,0
order21437,12/23/2019,id3566,product9,да,12/23/2019,3220,4600,1380
order21435,12/23/2019,id1706,product9,да,12/23/2019,3220,4600,1380
order21439,12/23/2019,id4361,product9,да,12/23/2019,3220,4600,1380
order21440,12/23/2019,id10127,product3,да,12/23/2019,4200,4200,0
order21441,12/23/2019,id2275,product9,да,12/23/2019,3220,4600,1380
order21443,12/23/2019,id4020,product9,да,12/23/2019,3220,4600,1380
order21445,12/23/2019,id1216,product9,да,12/23/2019,2760,4600,1840
order21446,12/23/2019,id2823,product9,да,12/23/2019,3220,4600,1380
order21447,12/23/2019,id1829,product9,да,12/23/2019,3220,4600,1380
order21448,12/23/2019,id501,product9,да,12/23/2019,3220,4600,1380
order21449,12/23/2019,id3102,product9,да,12/23/2019,3220,4600,1380
order21451,12/23/2019,id500,product9,да,12/23/2019,2300,4600,2300
order21452,12/23/2019,id2773,product9,да,12/23/2019,3220,4600,1380
order21453,12/23/2019,id1672,product8,да,12/23/2019,3150,4500,1350
order21454,12/23/2019,id2244,product9,да,12/23/2019,3220,4600,1380
order21455,12/23/2019,id4667,product9,да,12/23/2019,3220,4600,1380
order21456,12/23/2019,id19,product9,да,12/23/2019,2760,4600,1840
order21457,12/23/2019,id2875,product9,да,12/23/2019,3220,4600,1380
order21459,12/23/2019,id2754,product9,да,12/23/2019,3220,4600,1380
order21460,12/23/2019,id3032,product9,да,12/23/2019,3220,4600,1380
order21461,12/23/2019,id3815,product9,да,12/23/2019,3220,4600,1380
order21462,12/23/2019,id1883,product7,да,12/23/2019,2765,3950,1185
order21463,12/23/2019,id12478,product9,да,12/23/2019,4600,4600,0
order21464,12/23/2019,id4288,product9,да,12/23/2019,3220,4600,1380
order21465,12/23/2019,id1555,product3,да,12/23/2019,2940,4200,1260
order21467,12/23/2019,id2971,product9,да,12/23/2019,4600,4600,0
order21468,12/23/2019,id3851,product9,да,12/23/2019,3220,4600,1380
order21469,12/23/2019,id5040,product6,да,12/23/2019,2940,4200,1260
order21470,12/23/2019,id5538,product3,да,12/23/2019,2940,4200,1260
order21473,12/23/2019,id4972,product11,да,12/23/2019,2800,4000,1200
order21472,12/23/2019,id3901,product7,да,12/23/2019,2765,3950,1185
order21474,12/23/2019,id42,product9,да,12/23/2019,3220,4600,1380
order21475,12/23/2019,id3238,product9,да,12/23/2019,3220,4600,1380
order21478,12/23/2019,id1361,product9,да,12/23/2019,3220,4600,1380
order21477,12/23/2019,id2428,product9,да,12/23/2019,3220,4600,1380
order21479,12/23/2019,id5689,product9,да,12/23/2019,3220,4600,1380
order21480,12/23/2019,id8312,product7,да,12/23/2019,2370,3950,1580
order21481,12/23/2019,id700,product9,да,12/23/2019,3220,4600,1380
order21482,12/23/2019,id1649,product9,да,12/23/2019,3220,4600,1380
order21483,12/23/2019,id4377,product9,да,12/23/2019,3220,4600,1380
order21485,12/23/2019,id2590,product9,да,12/23/2019,3220,4600,1380
order21486,12/23/2019,id4955,product9,да,12/23/2019,3220,4600,1380
order21487,12/23/2019,id335,product9,да,12/23/2019,3220,4600,1380
order21488,12/23/2019,id1650,product9,да,12/23/2019,3220,4600,1380
order21489,12/23/2019,id11145,product9,да,12/23/2019,4600,4600,0
order21490,12/23/2019,id3088,product9,да,12/23/2019,3220,4600,1380
order21491,12/23/2019,id69,product9,да,12/23/2019,3220,4600,1380
order21492,12/23/2019,id5228,product7,да,12/23/2019,2765,3950,1185
order21493,12/23/2019,id3386,product9,да,12/23/2019,3220,4600,1380
order21494,12/23/2019,id5228,product9,да,12/23/2019,2760,4600,1840
order21497,12/23/2019,id3519,product9,да,12/23/2019,4600,4600,0
order21498,12/23/2019,id5573,product6,да,12/23/2019,2940,4200,1260
order21500,12/23/2019,id2623,product9,да,12/23/2019,3220,4600,1380
order21501,12/23/2019,id1907,product9,да,12/23/2019,3220,4600,1380
order21502,12/23/2019,id4226,product9,да,12/23/2019,3220,4600,1380
order21495,12/23/2019,id2396,product8,да,12/23/2019,3150,4500,1350
order21503,12/23/2019,id5537,product9,да,12/23/2019,3220,4600,1380
order21506,12/23/2019,id4237,product9,да,12/23/2019,3220,4600,1380
order21507,12/23/2019,id4727,product9,да,12/23/2019,4600,4600,0
order21509,12/23/2019,id2747,product9,да,12/23/2019,3220,4600,1380
order21510,12/23/2019,id5451,product9,да,12/23/2019,3220,4600,1380
order21511,12/23/2019,id1592,product9,да,12/23/2019,2760,4600,1840
order21512,12/23/2019,id4964,product9,да,12/23/2019,3220,4600,1380
order21514,12/23/2019,id2247,product9,да,12/23/2019,3220,4600,1380
order21515,12/23/2019,id5035,product9,да,12/23/2019,3220,4600,1380
order21513,12/23/2019,id4819,product9,да,12/23/2019,3220,4600,1380
order21519,12/23/2019,id6903,product9,да,12/23/2019,4600,4600,0
order21520,12/23/2019,id445,product9,да,12/23/2019,3220,4600,1380
order21522,12/23/2019,id12239,product9,да,12/23/2019,3220,4600,1380
order21524,12/23/2019,id2980,product9,да,12/23/2019,3220,4600,1380
order21525,12/23/2019,id3532,product8,да,12/23/2019,2250,4500,2250
order21526,12/23/2019,id2102,product9,да,12/23/2019,3220,4600,1380
order21529,12/23/2019,id3647,product7,да,12/23/2019,2765,3950,1185
order21531,12/23/2019,id806,product9,да,12/23/2019,3220,4600,1380
order21532,12/23/2019,id875,product7,да,12/23/2019,2765,3950,1185
order21533,12/23/2019,id4452,product7,да,12/23/2019,2765,3950,1185
order21534,12/23/2019,id4295,product9,да,12/23/2019,3220,4600,1380
order21535,12/23/2019,id4833,product9,да,12/23/2019,3220,4600,1380
order21536,12/23/2019,id2269,product4,да,12/23/2019,3010,4300,1290
order21537,12/23/2019,id4905,product9,да,12/23/2019,3220,4600,1380
order21538,12/23/2019,id5635,product9,да,12/23/2019,3220,4600,1380
order21539,12/23/2019,id1837,product9,да,12/23/2019,3220,4600,1380
order21543,12/23/2019,id5539,product9,да,12/23/2019,3220,4600,1380
order21545,12/23/2019,id2489,product9,да,12/23/2019,3220,4600,1380
order21547,12/23/2019,id4582,product11,да,12/23/2019,2800,4000,1200
order21550,12/23/2019,id5634,product9,да,12/23/2019,3220,4600,1380
order21549,12/23/2019,id1713,product11,да,12/23/2019,2800,4000,1200
order21553,12/23/2019,id2882,product9,да,12/23/2019,3220,4600,1380
order21554,12/23/2019,id12480,product9,да,12/23/2019,4600,4600,0
order21556,12/23/2019,id5954,product7,да,12/23/2019,2370,3950,1580
order21558,12/23/2019,id1356,product9,да,12/23/2019,3220,4600,1380
order21560,12/23/2019,id9150,product9,да,12/23/2019,3220,4600,1380
order21561,12/23/2019,id2510,product7,да,12/23/2019,2765,3950,1185
order21562,12/23/2019,id5354,product9,да,12/23/2019,3220,4600,1380
order21563,12/23/2019,id1803,product9,да,12/23/2019,4600,4600,0
order21564,12/23/2019,id2757,product7,да,12/23/2019,2765,3950,1185
order21565,12/23/2019,id4841,product9,да,12/23/2019,3220,4600,1380
order21567,12/23/2019,id2628,product9,да,12/23/2019,3220,4600,1380
order21570,12/23/2019,id4034,product9,да,12/23/2019,3220,4600,1380
order21572,12/23/2019,id4082,product4,да,12/23/2019,3010,4300,1290
order21573,12/23/2019,id4006,product4,да,12/23/2019,3010,4300,1290
order21575,12/23/2019,id5810,product7,да,12/23/2019,2765,3950,1185
order21574,12/23/2019,id3377,product6,да,12/23/2019,4200,4200,0
order21576,12/23/2019,id3876,product9,да,12/23/2019,3220,4600,1380
order21579,12/23/2019,id4968,product9,да,12/23/2019,3220,4600,1380
order21580,12/23/2019,id2793,product9,да,12/23/2019,3220,4600,1380
order21581,12/23/2019,id232,product9,да,12/23/2019,3220,4600,1380
order21582,12/23/2019,id1597,product7,да,12/23/2019,2765,3950,1185
order21584,12/23/2019,id4802,product9,да,12/23/2019,3220,4600,1380
order21587,12/23/2019,id3644,product9,да,12/23/2019,3220,4600,1380
order21589,12/23/2019,id853,product9,да,12/23/2019,3220,4600,1380
order21588,12/23/2019,id9501,product7,да,12/23/2019,3950,3950,0
order21590,12/23/2019,id764,product9,да,12/23/2019,3220,4600,1380
order21591,12/23/2019,id746,product9,да,12/23/2019,4600,4600,0
order21592,12/23/2019,id4039,product9,да,12/23/2019,3220,4600,1380
order21593,12/23/2019,id4788,product9,да,12/23/2019,3220,4600,1380
order21595,12/23/2019,id2750,product9,да,12/23/2019,3220,4600,1380
order21596,12/23/2019,id4397,product9,да,12/23/2019,3220,4600,1380
order21597,12/23/2019,id3384,product9,да,12/23/2019,3220,4600,1380
order21598,12/23/2019,id1579,product11,да,12/23/2019,2800,4000,1200
order21600,12/23/2019,id3494,product9,да,12/23/2019,3220,4600,1380
order21602,12/23/2019,id3494,product8,да,12/23/2019,2700,4500,1800
order21605,12/23/2019,id4281,product8,да,12/23/2019,3150,4500,1350
order21606,12/23/2019,id1820,product7,да,12/23/2019,2765,3950,1185
order21607,12/23/2019,id2209,product7,да,12/23/2019,2765,3950,1185
order21608,12/24/2019,id3012,product9,да,12/24/2019,3220,4600,1380
order21612,12/24/2019,id4785,product9,да,12/24/2019,3220,4600,1380
order21615,12/24/2019,id5065,product7,да,12/24/2019,2765,3950,1185
order21616,12/24/2019,id5065,product8,да,12/24/2019,2700,4500,1800
order21618,12/24/2019,id377,product9,да,12/24/2019,3220,4600,1380
order21619,12/24/2019,id3438,product4,да,12/24/2019,2580,4300,1720
order21621,12/24/2019,id4234,product9,да,12/24/2019,3220,4600,1380
order21622,12/24/2019,id1693,product8,да,12/24/2019,3150,4500,1350
order21623,12/24/2019,id3602,product3,да,12/24/2019,2940,4200,1260
order21624,12/24/2019,id3991,product11,да,12/24/2019,2800,4000,1200
order21626,12/24/2019,id670,product6,да,12/24/2019,2940,4200,1260
order21627,12/24/2019,id2260,product7,да,12/24/2019,2765,3950,1185
order21628,12/24/2019,id13415,product9,да,12/24/2019,4600,4600,0
order21629,12/24/2019,id6042,product3,да,12/24/2019,2940,4200,1260
order21630,12/24/2019,id2501,product7,да,12/24/2019,2765,3950,1185
order21631,12/24/2019,id3739,product9,да,12/24/2019,3220,4600,1380
order21633,12/24/2019,id11786,product6,да,12/24/2019,4200,4200,0
order21635,12/24/2019,id2511,product3,да,12/24/2019,2940,4200,1260
order21636,12/24/2019,id2128,product7,да,12/24/2019,1975,3950,1975
order21639,12/24/2019,id2865,product4,да,12/24/2019,3010,4300,1290
order21640,12/24/2019,id9482,product4,да,12/24/2019,3010,4300,1290
order21642,12/24/2019,id14394,product4,да,12/24/2019,4300,4300,0
order21644,12/24/2019,id2447,product9,да,12/24/2019,3220,4600,1380
order21645,12/24/2019,id4301,product8,да,12/24/2019,4500,4500,0
order21646,12/24/2019,id1741,product9,да,12/24/2019,3220,4600,1380
order21647,12/24/2019,id5252,product4,да,12/24/2019,4300,4300,0
order21648,12/24/2019,id4856,product9,да,12/24/2019,3220,4600,1380
order21650,12/24/2019,id5357,product9,да,12/24/2019,2760,4600,1840
order21653,12/24/2019,id5357,product11,да,12/24/2019,1600,4000,2400
order21655,12/24/2019,id2712,product11,да,12/24/2019,2800,4000,1200
order21657,12/24/2019,id3237,product4,да,12/24/2019,3440,4300,860
order21658,12/24/2019,id3849,product8,да,12/24/2019,4500,4500,0
order21659,12/24/2019,id3006,product8,да,12/24/2019,3150,4500,1350
order21661,12/24/2019,id2266,product9,да,12/24/2019,3680,4600,920
order21663,12/24/2019,id3370,product8,да,12/24/2019,3150,4500,1350
order21669,12/24/2019,id4209,product8,да,12/24/2019,4500,4500,0
order21668,12/24/2019,id3169,product9,да,12/24/2019,2760,4600,1840
order21670,12/24/2019,id3169,product8,да,12/24/2019,2700,4500,1800
order21671,12/24/2019,id4395,product7,да,12/24/2019,3950,3950,0
order21672,12/24/2019,id6815,product7,да,12/24/2019,2370,3950,1580
order21673,12/24/2019,id3270,product7,да,12/24/2019,2765,3950,1185
order21674,12/24/2019,id1908,product8,да,12/24/2019,4500,4500,0
order21675,12/24/2019,id1827,product7,да,12/24/2019,2765,3950,1185
order21677,12/24/2019,id1577,product8,да,12/24/2019,3150,4500,1350
order21678,12/24/2019,id858,product9,да,12/24/2019,4600,4600,0
order21679,12/24/2019,id4990,product8,да,12/24/2019,3150,4500,1350
order21680,12/24/2019,id4029,product8,да,12/24/2019,2700,4500,1800
order21359,12/23/2019,id2132,product9,да,12/24/2019,3220,4600,1380
order21681,12/24/2019,id8610,product8,да,12/24/2019,2700,4500,1800
order21683,12/24/2019,id4935,product8,да,12/24/2019,2700,4500,1800
order21684,12/24/2019,id3076,product3,да,12/24/2019,2520,4200,1680
order21685,12/24/2019,id3076,product8,да,12/24/2019,2700,4500,1800
order21686,12/24/2019,id10802,product11,да,12/24/2019,4000,4000,0
order21687,12/24/2019,id10579,product11,да,12/24/2019,4000,4000,0
order21689,12/25/2019,id8922,product9,да,12/25/2019,4600,4600,0
order21690,12/25/2019,id9660,product9,да,12/25/2019,2760,4600,1840
order21691,12/25/2019,id3089,product9,да,12/25/2019,3220,4600,1380
order21694,12/25/2019,id8094,product7,да,12/25/2019,3160,3950,790
order21697,12/25/2019,id12561,product9,да,12/25/2019,4600,4600,0
order21698,12/25/2019,id4620,product3,да,12/25/2019,4200,4200,0
order21699,12/25/2019,id8471,product11,да,12/25/2019,4000,4000,0
order21700,12/25/2019,id6888,product3,да,12/25/2019,4200,4200,0
order21705,12/25/2019,id4826,product11,да,12/25/2019,2800,4000,1200
order21712,12/25/2019,id13070,product8,да,12/25/2019,4500,4500,0
order21711,12/25/2019,id269,product7,да,12/25/2019,3950,3950,0
order21713,12/25/2019,id2468,product4,да,12/25/2019,4300,4300,0
order21714,12/25/2019,id5120,product3,да,12/25/2019,3360,4200,840
order21716,12/25/2019,id1536,product7,да,12/25/2019,2765,3950,1185
order21719,12/25/2019,id379,product8,да,12/25/2019,3150,4500,1350
order21721,12/25/2019,id11620,product7,да,12/25/2019,2765,3950,1185
order21722,12/25/2019,id2748,product3,да,12/25/2019,2940,4200,1260
order21723,12/25/2019,id3135,product7,да,12/25/2019,3950,3950,0
order21724,12/25/2019,id4277,product7,да,12/25/2019,3950,3950,0
order21725,12/25/2019,id5383,product7,да,12/25/2019,3950,3950,0
order21727,12/25/2019,id3524,product9,да,12/25/2019,3680,4600,920
order21728,12/25/2019,id405,product7,да,12/25/2019,3950,3950,0
order21730,12/25/2019,id5756,product9,да,12/25/2019,4600,4600,0
order21732,12/25/2019,id5383,product9,да,12/25/2019,2760,4600,1840
order21733,12/25/2019,id1336,product4,да,12/25/2019,4300,4300,0
order21734,12/25/2019,id4688,product7,да,12/25/2019,3160,3950,790
order21735,12/25/2019,id11098,product9,да,12/25/2019,"474,8387097",4600,"4125,16129"
order21736,12/25/2019,id4598,product8,да,12/25/2019,3600,4500,900
order21737,12/25/2019,id4821,product3,да,12/25/2019,2940,4200,1260
order21738,12/25/2019,id14315,product7,да,12/25/2019,3950,3950,0
order21739,12/25/2019,id6574,product9,да,12/25/2019,4600,4600,0
order21741,12/25/2019,id1652,product8,да,12/25/2019,3600,4500,900
order21743,12/25/2019,id11570,product8,да,12/25/2019,4500,4500,0
order21744,12/25/2019,id7055,product2,да,12/25/2019,4050,4050,0
order21746,12/25/2019,id384,product3,да,12/25/2019,4200,4200,0
order21747,12/25/2019,id891,product4,да,12/25/2019,4300,4300,0
order21748,12/25/2019,id9192,product8,да,12/25/2019,4500,4500,0
order21749,12/25/2019,id212,product8,да,12/25/2019,4500,4500,0
order21751,12/25/2019,id544,product9,да,12/25/2019,4600,4600,0
order21752,12/26/2019,id6064,product6,да,12/26/2019,2520,4200,1680
order21754,12/26/2019,id3082,product4,да,12/26/2019,3010,4300,1290
order21756,12/26/2019,id7353,product3,да,12/26/2019,4200,4200,0
order21757,12/26/2019,id5632,product4,да,12/26/2019,3010,4300,1290
order21758,12/26/2019,id12502,product11,да,12/26/2019,4000,4000,0
order21759,12/26/2019,id2469,product8,да,12/26/2019,3150,4500,1350
order21760,12/26/2019,id2637,product7,да,12/26/2019,3950,3950,0
order21761,12/26/2019,id12827,product7,да,12/26/2019,3950,3950,0
order21762,12/26/2019,id5250,product8,да,12/26/2019,2700,4500,1800
order21763,12/26/2019,id12973,product8,да,12/26/2019,4500,4500,0
order21764,12/26/2019,id5246,product6,да,12/26/2019,2520,4200,1680
order21765,12/26/2019,id6036,product3,да,12/26/2019,3360,4200,840
order21766,12/26/2019,id3807,product3,да,12/26/2019,2940,4200,1260
order21767,12/26/2019,id1814,product7,да,12/26/2019,3950,3950,0
order21769,12/26/2019,id3558,product8,да,12/26/2019,4500,4500,0
order21771,12/26/2019,id501,product8,да,12/26/2019,3150,4500,1350
order21772,12/26/2019,id969,product11,да,12/26/2019,3200,4000,800
order21774,12/26/2019,id5241,product6,да,12/26/2019,2520,4200,1680
order21775,12/26/2019,id6235,product8,да,12/26/2019,2700,4500,1800
order21777,12/26/2019,id5995,product4,да,12/26/2019,2580,4300,1720
order21778,12/26/2019,id4711,product8,да,12/26/2019,3150,4500,1350
order21780,12/26/2019,id871,product11,да,12/26/2019,3200,4000,800
order21779,12/26/2019,id2207,product7,да,12/26/2019,"1759,545455",3950,"2190,454545"
order21781,12/26/2019,id3223,product11,да,12/26/2019,2400,4000,1600
order21782,12/26/2019,id8274,product11,да,12/26/2019,2400,4000,1600
order21783,12/26/2019,id2505,product8,да,12/26/2019,4500,4500,0
order21784,12/26/2019,id2456,product9,да,12/26/2019,3680,4600,920
order21786,12/26/2019,id4511,product8,да,12/26/2019,2700,4500,1800
order21787,12/26/2019,id6594,product5,да,12/26/2019,3900,3900,0
order21788,12/26/2019,id9694,product8,да,12/26/2019,4500,4500,0
order21789,12/26/2019,id13875,product8,да,12/26/2019,4500,4500,0
